Conversion_ID,Campaign_ID,Customer_ID,Conversion_Date,Conversion_Type,Revenue,Order_Value,Product_Category,Device_Type,Payment_Method,Conversion_Status,Is_New_Customer
CONV37959,CMP014,CUST01530,2025-02-11,Purchase,1546.16,1546.16,Fashion,Mobile,Net Banking,Completed,Yes
CONV37960,CMP045,CUST04442,2025-09-18,Purchase,168.00,168.00,Books,Mobile,Wallet,Completed,No
CONV37961,CMP100,CUST02963,2025-04-08,Purchase,1815.47,1815.47,Fitness,Mobile,Credit Card,Completed,Yes
CONV37962,CMP086,CUST04313,2025-02-16,Purchase,376.68,376.68,Beauty,Mobile,Debit Card,Completed,No
CONV37963,CMP144,CUST08128,2025-12-10,Subscription,4685.73,4685.73,Electronics,Desktop,UPI,Completed,Yes
CONV37964,CMP105,CUST09883,2025-09-21,Purchase,1321.82,1321.82,Fitness,Mobile,Credit Card,Completed,No
CONV37965,CMP191,CUST00919,2025-11-08,Purchase,728.69,728.69,Books,Mobile,UPI,Completed,No
CONV37966,CMP078,CUST03499,2025-06-11,Purchase,2534.56,2534.56,Fashion,Desktop,UPI,Completed,Yes
CONV37967,CMP020,CUST09891,2025-08-24,Purchase,2747.50,2747.50,Electronics,Mobile,UPI,Completed,No
CONV37968,CMP020,CUST07702,2025-08-17,Purchase,847.45,847.45,Personal Care,Desktop,UPI,Completed,Yes
CONV37969,CMP010,CUST04320,2025-10-05,Purchase,983.77,983.77,Grocery,Mobile,Cash on Delivery,Completed,No
CONV37970,CMP062,CUST04342,2025-02-09,Purchase,0.00,346.04,Grocery,Mobile,UPI,Pending,No
CONV37971,CMP072,CUST04400,2025-12-09,Purchase,1661.41,1661.41,Fashion,Mobile,Debit Card,Completed,No
CONV37972,CMP105,CUST08850,2025-09-27,Purchase,0.00,651.81,Books,Mobile,Net Banking,Cancelled,No
CONV37973,CMP116,CUST09163,2025-08-22,Purchase,1781.64,1781.64,Beauty,Mobile,Debit Card,Completed,Yes
CONV37974,CMP171,CUST07248,2025-03-14,Purchase,168.00,168.00,Books,Mobile,Cash on Delivery,Completed,No
CONV37975,CMP129,CUST08002,2025-09-10,Purchase,1560.10,1560.10,Personal Care,Desktop,Debit Card,Completed,No
CONV37976,CMP115,CUST02905,2025-07-17,Purchase,1833.83,1833.83,Electronics,Desktop,UPI,Completed,No
CONV37977,CMP096,CUST01776,2025-12-09,Purchase,485.91,485.91,Grocery,Mobile,Wallet,Completed,Yes
CONV37978,CMP166,CUST06420,2025-10-12,Subscription,2445.19,2445.19,Fitness,Mobile,Wallet,Completed,No
CONV37979,CMP116,CUST08170,2025-08-18,Purchase,0.00,1316.24,Books,Tablet,Wallet,Cancelled,No
CONV37980,CMP174,CUST04020,2025-06-08,Lead,0.00,0.00,Home & Kitchen,Mobile,Debit Card,Completed,Yes
CONV37981,CMP105,CUST02837,2025-09-10,Purchase,1449.61,1449.61,Fashion,Mobile,Wallet,Completed,Yes
CONV37982,CMP044,CUST01444,2025-08-13,App Signup,250.00,250.00,Beauty,Mobile,Debit Card,Completed,Yes
CONV37983,CMP185,CUST08007,2025-05-18,Purchase,393.90,393.90,Books,Mobile,Credit Card,Completed,No
CONV37984,CMP053,CUST03432,2025-05-21,Purchase,752.79,752.79,Fashion,Mobile,Credit Card,Completed,No
CONV37985,CMP080,CUST03775,2025-08-24,Purchase,1498.34,1498.34,Grocery,Mobile,UPI,Completed,Yes
CONV37986,CMP081,CUST02334,2025-09-06,Purchase,792.66,792.66,Grocery,Mobile,Cash on Delivery,Completed,No
CONV37987,CMP008,CUST07982,2025-08-12,Purchase,3208.37,3208.37,Home & Kitchen,Mobile,Net Banking,Completed,No
CONV37988,CMP161,CUST08509,2025-05-16,Purchase,7914.46,7914.46,Electronics,Mobile,Cash on Delivery,Completed,No
CONV37989,CMP124,CUST00196,2025-04-13,Purchase,1085.67,1085.67,Beauty,Desktop,Debit Card,Completed,No
CONV37990,CMP152,CUST01794,2025-08-21,Subscription,1031.68,1031.68,Personal Care,Desktop,UPI,Completed,No
CONV37991,CMP158,CUST04977,2025-02-16,Purchase,10818.99,10818.99,Electronics,Mobile,Net Banking,Completed,No
CONV37992,CMP165,CUST01845,2025-09-06,Subscription,1188.73,1188.73,Books,Mobile,UPI,Completed,No
CONV37993,CMP087,CUST07557,2025-03-19,App Signup,0.00,0.00,Personal Care,Mobile,UPI,Completed,Yes
CONV37994,CMP082,CUST00401,2025-10-28,Purchase,953.26,953.26,Books,Mobile,UPI,Completed,Yes
CONV37995,CMP123,CUST03509,2025-03-22,Subscription,829.23,829.23,Books,Mobile,Net Banking,Completed,No
CONV37996,CMP168,CUST09140,2025-12-15,Lead,0.00,0.00,Fitness,Mobile,UPI,Completed,No
CONV37997,CMP122,CUST05091,2025-02-07,Lead,0.00,0.00,Home & Kitchen,Mobile,Net Banking,Completed,No
CONV37998,CMP058,CUST01622,2025-10-18,Subscription,2268.01,2268.01,Beauty,Mobile,Cash on Delivery,Completed,No
CONV37999,CMP038,CUST02315,2025-02-25,Lead,0.00,0.00,Electronics,Mobile,Cash on Delivery,Completed,No
CONV38000,CMP031,CUST08432,2025-07-09,Purchase,996.42,996.42,Fitness,Tablet,Debit Card,Completed,Yes
CONV38001,CMP034,CUST07716,2025-10-08,Purchase,1817.41,1817.41,Beauty,Mobile,Debit Card,Completed,No
CONV38002,CMP155,CUST07392,2025-11-18,Subscription,2695.40,2695.40,Fitness,Tablet,Wallet,Completed,Yes
CONV38003,CMP061,CUST04263,2025-01-06,Purchase,636.88,636.88,Books,Mobile,Cash on Delivery,Completed,Yes
CONV38004,CMP115,CUST03442,2025-07-06,Purchase,2250.28,2250.28,Fashion,Mobile,Net Banking,Completed,No
CONV38005,CMP028,CUST00264,2025-04-11,App Signup,0.00,0.00,Books,Mobile,Cash on Delivery,Completed,No
CONV38006,CMP161,CUST00393,2025-05-18,Purchase,5100.09,5100.09,Home & Kitchen,Mobile,UPI,Completed,No
CONV38007,CMP028,CUST08347,2025-04-10,Purchase,631.73,631.73,Beauty,Desktop,Wallet,Completed,No
CONV38008,CMP165,CUST04747,2025-09-10,Purchase,804.66,804.66,Personal Care,Mobile,Debit Card,Completed,Yes
CONV38009,CMP070,CUST05437,2025-10-17,App Signup,0.00,0.00,Fitness,Mobile,UPI,Completed,No
CONV38010,CMP047,CUST08209,2025-11-29,Purchase,1756.27,1756.27,Fashion,Desktop,Net Banking,Completed,Yes
CONV38011,CMP153,CUST03983,2025-09-04,Purchase,3293.05,3293.05,Electronics,Tablet,Wallet,Completed,No
CONV38012,CMP179,CUST03310,2025-11-23,Purchase,1380.59,1380.59,Personal Care,Mobile,Debit Card,Completed,No
CONV38013,CMP200,CUST01717,2025-08-22,Purchase,3132.73,3132.73,Home & Kitchen,Mobile,Net Banking,Completed,No
CONV38014,CMP127,CUST00324,2025-07-09,Purchase,1135.00,1135.00,Beauty,Tablet,UPI,Completed,No
CONV38015,CMP175,CUST04540,2025-07-21,Lead,500.00,500.00,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV38016,CMP053,CUST06938,2025-05-10,Purchase,706.15,706.15,Books,Mobile,Debit Card,Completed,No
CONV38017,CMP086,CUST00919,2025-02-19,Purchase,1271.11,1271.11,Home & Kitchen,Mobile,Wallet,Completed,No
CONV38018,CMP047,CUST03293,2025-11-13,Purchase,556.31,556.31,Grocery,Mobile,Net Banking,Completed,No
CONV38019,CMP165,CUST07206,2025-09-09,Purchase,6417.57,6417.57,Electronics,Desktop,UPI,Completed,No
CONV38020,CMP154,CUST08674,2025-10-11,Purchase,2418.15,2418.15,Electronics,Mobile,Debit Card,Completed,No
CONV38021,CMP165,CUST09317,2025-09-20,Purchase,2398.47,2398.47,Fashion,Mobile,Net Banking,Completed,No
CONV38022,CMP033,CUST05861,2025-09-17,Subscription,756.05,756.05,Books,Mobile,Credit Card,Completed,No
CONV38023,CMP052,CUST02867,2025-04-29,Purchase,2011.53,2011.53,Beauty,Mobile,UPI,Completed,No
CONV38024,CMP179,CUST00495,2025-11-19,Purchase,1580.37,1580.37,Grocery,Mobile,UPI,Completed,No
CONV38025,CMP193,CUST00197,2025-01-12,Purchase,2168.71,2168.71,Fitness,Mobile,UPI,Completed,Yes
CONV38026,CMP142,CUST05262,2025-10-17,Purchase,839.32,839.32,Books,Mobile,UPI,Completed,No
CONV38027,CMP181,CUST06593,2025-01-19,Subscription,3480.75,3480.75,Electronics,Mobile,Credit Card,Completed,Yes
CONV38028,CMP035,CUST02730,2025-11-24,Lead,11.41,250.00,Home & Kitchen,Tablet,UPI,Refunded,No
CONV38029,CMP187,CUST02997,2025-07-07,Purchase,2485.16,2485.16,Beauty,Mobile,UPI,Completed,No
CONV38030,CMP170,CUST03446,2025-02-20,Purchase,1534.49,1534.49,Fashion,Desktop,Cash on Delivery,Completed,No
CONV38031,CMP091,CUST00593,2025-07-29,Purchase,848.32,848.32,Fashion,Desktop,UPI,Completed,Yes
CONV38032,CMP194,CUST00668,2025-02-14,Lead,0.00,0.00,Fitness,Mobile,Debit Card,Completed,Yes
CONV38033,CMP072,CUST09521,2025-12-13,Purchase,1265.50,1265.50,Beauty,Desktop,Wallet,Completed,No
CONV38034,CMP109,CUST00654,2025-01-21,App Signup,0.00,500.00,Books,Mobile,UPI,Pending,No
CONV38035,CMP003,CUST05023,2025-03-07,Lead,500.00,500.00,Grocery,Desktop,UPI,Completed,Yes
CONV38036,CMP067,CUST00620,2025-07-27,Purchase,4729.00,4729.00,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV38037,CMP173,CUST04710,2025-05-23,Purchase,750.88,750.88,Books,Mobile,UPI,Completed,No
CONV38038,CMP144,CUST03407,2025-12-18,Purchase,1094.81,1094.81,Beauty,Desktop,UPI,Completed,Yes
CONV38039,CMP006,CUST03603,2025-06-26,Purchase,886.09,886.09,Personal Care,Mobile,UPI,Completed,Yes
CONV38040,CMP006,CUST00586,2025-06-09,Purchase,1531.74,1531.74,Fashion,Mobile,UPI,Completed,Yes
CONV38041,CMP028,CUST05676,2025-04-18,Subscription,2040.33,2040.33,Personal Care,Tablet,Debit Card,Completed,Yes
CONV38042,CMP144,CUST06709,2025-12-15,Purchase,146.47,146.47,Beauty,Tablet,Credit Card,Completed,No
CONV38043,CMP160,CUST00974,2025-04-24,Purchase,1767.29,1767.29,Home & Kitchen,Mobile,Wallet,Completed,No
CONV38044,CMP113,CUST09740,2025-05-22,Purchase,1178.92,1178.92,Personal Care,Desktop,Debit Card,Completed,No
CONV38045,CMP065,CUST04989,2025-05-15,Purchase,353.20,353.20,Grocery,Mobile,Credit Card,Completed,No
CONV38046,CMP060,CUST04090,2025-12-07,Purchase,2065.42,2065.42,Beauty,Desktop,Credit Card,Completed,No
CONV38047,CMP182,CUST06531,2025-02-21,Purchase,1386.81,1386.81,Grocery,Mobile,Credit Card,Completed,No
CONV38048,CMP160,CUST00689,2025-04-25,Purchase,1540.61,1540.61,Fashion,Desktop,Credit Card,Completed,Yes
CONV38049,CMP010,CUST01334,2025-10-19,Lead,0.00,0.00,Books,Tablet,Debit Card,Completed,No
CONV38050,CMP048,CUST06213,2025-12-19,Purchase,970.41,970.41,Personal Care,Mobile,Credit Card,Completed,No
CONV38051,CMP001,CUST09954,2025-01-18,Subscription,1204.63,1204.63,Beauty,Mobile,UPI,Completed,Yes
CONV38052,CMP144,CUST01344,2025-12-24,Purchase,960.85,960.85,Personal Care,Mobile,UPI,Completed,Yes
CONV38053,CMP068,CUST00044,2025-08-13,Purchase,484.02,484.02,Books,Desktop,UPI,Completed,No
CONV38054,CMP181,CUST09674,2025-01-19,Purchase,6096.36,6096.36,Home & Kitchen,Desktop,Credit Card,Completed,Yes
CONV38055,CMP103,CUST05585,2025-07-11,Purchase,968.67,968.67,Grocery,Desktop,Wallet,Completed,No
CONV38056,CMP181,CUST09722,2025-01-23,Purchase,2022.69,2022.69,Grocery,Mobile,UPI,Completed,No
CONV38057,CMP050,CUST05013,2025-02-14,App Signup,0.00,0.00,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV38058,CMP188,CUST01768,2025-08-28,Purchase,168.00,168.00,Books,Mobile,UPI,Completed,No
CONV38059,CMP195,CUST08722,2025-03-20,Purchase,226.00,226.00,Books,Mobile,UPI,Completed,Yes
CONV38060,CMP007,CUST04414,2025-07-20,Purchase,1592.02,1592.02,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV38061,CMP012,CUST02575,2025-12-15,Purchase,0.00,3865.81,Home & Kitchen,Desktop,Wallet,Pending,No
CONV38062,CMP056,CUST01005,2025-08-11,Purchase,445.86,445.86,Grocery,Mobile,Debit Card,Completed,No
CONV38063,CMP166,CUST02216,2025-10-21,Purchase,221.40,2158.10,Fashion,Mobile,Debit Card,Refunded,Yes
CONV38064,CMP181,CUST06157,2025-01-18,Purchase,0.00,1938.09,Grocery,Mobile,UPI,Cancelled,No
CONV38065,CMP121,CUST02800,2025-01-13,Purchase,1962.37,1962.37,Home & Kitchen,Mobile,Credit Card,Completed,Yes
CONV38066,CMP039,CUST08880,2025-03-15,Subscription,4753.47,4753.47,Electronics,Mobile,Cash on Delivery,Completed,No
CONV38067,CMP151,CUST09652,2025-07-30,Purchase,360.49,360.49,Grocery,Mobile,Credit Card,Completed,Yes
CONV38068,CMP168,CUST04476,2025-12-08,Purchase,1212.28,1212.28,Books,Mobile,Cash on Delivery,Completed,No
CONV38069,CMP057,CUST02513,2025-09-24,Lead,0.00,0.00,Beauty,Mobile,Credit Card,Pending,Yes
CONV38070,CMP012,CUST05383,2025-12-17,Purchase,247.76,1384.31,Personal Care,Desktop,UPI,Refunded,No
CONV38071,CMP064,CUST02462,2025-04-19,Purchase,723.36,723.36,Books,Mobile,Debit Card,Completed,No
CONV38072,CMP176,CUST05363,2025-08-16,Purchase,1993.05,1993.05,Fitness,Tablet,UPI,Completed,Yes
CONV38073,CMP058,CUST09612,2025-10-19,Purchase,1654.79,1654.79,Fashion,Mobile,Wallet,Completed,Yes
CONV38074,CMP067,CUST07481,2025-07-12,Purchase,1235.66,1235.66,Grocery,Desktop,Wallet,Completed,Yes
CONV38075,CMP049,CUST09797,2025-01-14,Purchase,168.00,168.00,Home & Kitchen,Mobile,Wallet,Completed,No
CONV38076,CMP085,CUST04382,2025-01-26,Subscription,0.00,579.22,Grocery,Desktop,Cash on Delivery,Cancelled,No
CONV38077,CMP095,CUST02681,2025-11-17,Purchase,1046.52,1046.52,Personal Care,Desktop,UPI,Completed,No
CONV38078,CMP019,CUST08014,2025-07-05,App Signup,0.00,0.00,Fashion,Mobile,UPI,Completed,No
CONV38079,CMP157,CUST08580,2025-01-27,App Signup,0.00,0.00,Personal Care,Mobile,Debit Card,Completed,No
CONV38080,CMP118,CUST01517,2025-10-23,Purchase,1659.50,1659.50,Fitness,Tablet,UPI,Completed,No
CONV38081,CMP093,CUST05787,2025-09-21,Purchase,1210.78,1210.78,Personal Care,Mobile,Debit Card,Completed,No
CONV38082,CMP136,CUST00433,2025-04-14,Purchase,3404.59,3404.59,Fitness,Mobile,Credit Card,Completed,No
CONV38083,CMP088,CUST00686,2025-04-22,Purchase,9740.06,9740.06,Electronics,Mobile,Wallet,Completed,No
CONV38084,CMP113,CUST08022,2025-05-13,Purchase,2827.55,2827.55,Fitness,Tablet,UPI,Completed,Yes
CONV38085,CMP070,CUST07727,2025-10-08,Purchase,1257.77,1257.77,Fashion,Mobile,Credit Card,Completed,No
CONV38086,CMP040,CUST05612,2025-04-11,Lead,250.00,250.00,Electronics,Mobile,UPI,Completed,No
CONV38087,CMP006,CUST02801,2025-06-13,Purchase,4267.89,4267.89,Fitness,Mobile,UPI,Completed,No
CONV38088,CMP143,CUST05038,2025-11-07,Purchase,1838.81,1838.81,Fitness,Mobile,Credit Card,Completed,Yes
CONV38089,CMP024,CUST09600,2025-12-16,Subscription,3433.86,3433.86,Home & Kitchen,Mobile,UPI,Completed,No
CONV38090,CMP049,CUST08513,2025-01-13,Purchase,0.00,168.00,Fashion,Mobile,UPI,Cancelled,No
CONV38091,CMP106,CUST01015,2025-10-17,Purchase,1088.97,1088.97,Personal Care,Mobile,Debit Card,Completed,No
CONV38092,CMP116,CUST05524,2025-08-12,Purchase,2128.76,2128.76,Fitness,Mobile,Net Banking,Completed,Yes
CONV38093,CMP020,CUST05767,2025-08-11,Purchase,789.35,789.35,Home & Kitchen,Desktop,UPI,Completed,No
CONV38094,CMP023,CUST07115,2025-11-21,Purchase,1161.05,1161.05,Personal Care,Mobile,Net Banking,Completed,No
CONV38095,CMP167,CUST09192,2025-11-21,Purchase,714.39,714.39,Grocery,Mobile,Cash on Delivery,Completed,No
CONV38096,CMP152,CUST00017,2025-08-15,Purchase,935.26,935.26,Fashion,Mobile,Credit Card,Completed,Yes
CONV38097,CMP155,CUST07400,2025-11-07,Purchase,733.45,733.45,Books,Mobile,Net Banking,Completed,No
CONV38098,CMP185,CUST00300,2025-05-02,Lead,47.61,500.00,Fashion,Mobile,Debit Card,Refunded,No
CONV38099,CMP177,CUST00363,2025-09-27,Purchase,0.00,1866.92,Home & Kitchen,Desktop,Cash on Delivery,Pending,No
CONV38100,CMP014,CUST03363,2025-02-11,Purchase,995.18,995.18,Grocery,Mobile,UPI,Completed,Yes
CONV38101,CMP153,CUST00040,2025-09-05,Purchase,329.87,329.87,Books,Desktop,UPI,Completed,Yes
CONV38102,CMP066,CUST05439,2025-06-19,Purchase,3121.20,3121.20,Electronics,Desktop,Debit Card,Completed,No
CONV38103,CMP180,CUST09118,2025-12-10,Purchase,1663.54,1663.54,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV38104,CMP084,CUST04247,2025-12-09,Purchase,0.00,2105.02,Fashion,Mobile,UPI,Pending,No
CONV38105,CMP154,CUST09342,2025-10-10,Purchase,0.00,3555.48,Fitness,Mobile,Debit Card,Pending,Yes
CONV38106,CMP191,CUST03535,2025-11-25,Purchase,394.97,394.97,Personal Care,Desktop,UPI,Completed,Yes
CONV38107,CMP053,CUST07691,2025-05-05,Purchase,1344.85,1344.85,Fashion,Desktop,Debit Card,Completed,No
CONV38108,CMP143,CUST06091,2025-11-16,Lead,0.00,0.00,Fitness,Mobile,Wallet,Completed,No
CONV38109,CMP054,CUST06798,2025-06-16,Purchase,2211.01,2211.01,Beauty,Mobile,UPI,Completed,No
CONV38110,CMP101,CUST08036,2025-05-18,Purchase,1046.49,1046.49,Personal Care,Mobile,Cash on Delivery,Completed,Yes
CONV38111,CMP094,CUST06004,2025-10-18,Purchase,169.67,169.67,Personal Care,Mobile,Credit Card,Completed,No
CONV38112,CMP125,CUST04125,2025-05-11,Purchase,3725.30,3725.30,Electronics,Mobile,Credit Card,Completed,No
CONV38113,CMP125,CUST03382,2025-05-22,Lead,500.00,500.00,Grocery,Mobile,UPI,Completed,Yes
CONV38114,CMP099,CUST07819,2025-03-19,Subscription,2249.19,2249.19,Fitness,Mobile,Debit Card,Completed,No
CONV38115,CMP165,CUST08314,2025-09-11,Purchase,1216.47,1216.47,Personal Care,Mobile,Net Banking,Completed,No
CONV38116,CMP117,CUST03711,2025-09-07,Purchase,1773.23,1773.23,Personal Care,Desktop,Credit Card,Completed,No
CONV38117,CMP153,CUST04402,2025-09-06,Purchase,4469.01,4469.01,Electronics,Mobile,UPI,Completed,Yes
CONV38118,CMP069,CUST06633,2025-09-10,Purchase,0.00,746.65,Books,Mobile,Net Banking,Pending,No
CONV38119,CMP086,CUST03388,2025-02-21,Purchase,5020.01,5020.01,Electronics,Tablet,UPI,Completed,Yes
CONV38120,CMP032,CUST00833,2025-08-13,Subscription,988.00,988.00,Beauty,Mobile,UPI,Completed,No
CONV38121,CMP163,CUST03159,2025-07-10,Purchase,2278.29,2278.29,Grocery,Mobile,Net Banking,Completed,No
CONV38122,CMP026,CUST09844,2025-02-21,Purchase,1137.58,1137.58,Beauty,Mobile,Credit Card,Completed,No
CONV38123,CMP136,CUST09055,2025-04-14,Purchase,1893.00,1893.00,Personal Care,Mobile,UPI,Completed,No
CONV38124,CMP106,CUST06475,2025-10-11,Purchase,267.21,1401.72,Beauty,Mobile,Credit Card,Refunded,No
CONV38125,CMP043,CUST05725,2025-07-23,App Signup,0.00,0.00,Grocery,Tablet,UPI,Refunded,Yes
CONV38126,CMP134,CUST03652,2025-02-18,Purchase,713.22,713.22,Grocery,Desktop,Credit Card,Completed,No
CONV38127,CMP159,CUST00863,2025-03-12,Purchase,4240.15,4240.15,Fitness,Desktop,UPI,Completed,No
CONV38128,CMP062,CUST08841,2025-02-21,App Signup,0.00,0.00,Beauty,Mobile,Net Banking,Completed,No
CONV38129,CMP135,CUST06569,2025-03-25,Subscription,1586.13,1586.13,Fashion,Mobile,Net Banking,Completed,No
CONV38130,CMP081,CUST02272,2025-09-06,Purchase,1612.73,1612.73,Books,Mobile,Net Banking,Completed,No
CONV38131,CMP148,CUST07421,2025-04-10,Purchase,112.83,2515.08,Home & Kitchen,Tablet,Credit Card,Refunded,No
CONV38132,CMP102,CUST05323,2025-06-09,Purchase,157.50,157.50,Home & Kitchen,Desktop,Net Banking,Completed,Yes
CONV38133,CMP099,CUST02016,2025-03-24,Purchase,347.27,347.27,Grocery,Mobile,UPI,Completed,No
CONV38134,CMP035,CUST02460,2025-11-11,Purchase,1577.81,1577.81,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV38135,CMP184,CUST04066,2025-04-15,Purchase,3676.96,3676.96,Electronics,Mobile,Credit Card,Completed,No
CONV38136,CMP010,CUST03118,2025-10-05,Purchase,1071.78,1071.78,Grocery,Mobile,UPI,Completed,Yes
CONV38137,CMP160,CUST05110,2025-04-12,Purchase,1367.83,1367.83,Fashion,Desktop,UPI,Completed,No
CONV38138,CMP149,CUST04191,2025-05-26,Purchase,2718.89,2718.89,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV38139,CMP166,CUST05107,2025-10-23,Subscription,706.43,706.43,Books,Mobile,Debit Card,Completed,No
CONV38140,CMP142,CUST07761,2025-10-10,Subscription,3520.70,3520.70,Home & Kitchen,Mobile,UPI,Completed,No
CONV38141,CMP110,CUST01167,2025-02-06,Purchase,1792.81,1792.81,Beauty,Mobile,Net Banking,Completed,Yes
CONV38142,CMP115,CUST05764,2025-07-06,Purchase,1955.71,1955.71,Fashion,Mobile,Credit Card,Completed,Yes
CONV38143,CMP122,CUST04925,2025-02-13,Lead,0.00,0.00,Books,Mobile,UPI,Completed,No
CONV38144,CMP184,CUST05347,2025-04-16,App Signup,0.00,0.00,Books,Mobile,Cash on Delivery,Cancelled,Yes
CONV38145,CMP084,CUST01039,2025-12-20,Purchase,833.79,833.79,Beauty,Mobile,Credit Card,Completed,No
CONV38146,CMP035,CUST09775,2025-11-28,Purchase,2133.93,2133.93,Fitness,Mobile,Debit Card,Completed,No
CONV38147,CMP040,CUST00311,2025-04-22,Purchase,157.50,157.50,Books,Mobile,UPI,Completed,Yes
CONV38148,CMP104,CUST05219,2025-08-15,Purchase,1142.86,1142.86,Fashion,Mobile,UPI,Completed,No
CONV38149,CMP068,CUST09998,2025-08-29,Lead,0.00,0.00,Beauty,Desktop,Credit Card,Completed,Yes
CONV38150,CMP026,CUST07027,2025-02-18,Purchase,1107.07,1107.07,Beauty,Mobile,Credit Card,Completed,No
CONV38151,CMP022,CUST08652,2025-10-16,Purchase,507.47,507.47,Fitness,Mobile,Debit Card,Completed,No
CONV38152,CMP108,CUST09247,2025-12-16,Purchase,1677.47,1677.47,Home & Kitchen,Desktop,Credit Card,Completed,Yes
CONV38153,CMP192,CUST08994,2025-12-12,Purchase,942.24,942.24,Beauty,Mobile,Net Banking,Completed,No
CONV38154,CMP046,CUST04051,2025-10-31,Purchase,5143.61,5143.61,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV38155,CMP158,CUST02008,2025-02-18,Lead,250.00,250.00,Books,Mobile,UPI,Completed,No
CONV38156,CMP023,CUST07430,2025-11-23,Lead,250.00,250.00,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV38157,CMP070,CUST02209,2025-10-14,Purchase,2384.80,2384.80,Beauty,Mobile,Net Banking,Completed,No
CONV38158,CMP110,CUST03360,2025-02-21,Subscription,269.56,269.56,Grocery,Mobile,UPI,Completed,No
CONV38159,CMP036,CUST01465,2025-12-19,Purchase,168.00,168.00,Personal Care,Desktop,UPI,Completed,No
CONV38160,CMP003,CUST01169,2025-03-05,Lead,0.00,0.00,Electronics,Mobile,UPI,Completed,No
CONV38161,CMP110,CUST04828,2025-02-16,Purchase,3097.14,3097.14,Home & Kitchen,Desktop,Credit Card,Completed,Yes
CONV38162,CMP173,CUST08904,2025-05-09,Purchase,0.00,1307.67,Beauty,Tablet,UPI,Cancelled,Yes
CONV38163,CMP053,CUST06568,2025-05-21,Purchase,1363.40,1363.40,Beauty,Mobile,Wallet,Completed,Yes
CONV38164,CMP090,CUST02916,2025-06-18,Purchase,1435.27,1435.27,Personal Care,Mobile,UPI,Completed,No
CONV38165,CMP199,CUST08592,2025-07-17,Purchase,1113.06,1113.06,Books,Tablet,UPI,Completed,No
CONV38166,CMP152,CUST01574,2025-08-13,Purchase,828.25,828.25,Personal Care,Mobile,Wallet,Completed,Yes
CONV38167,CMP005,CUST04358,2025-05-17,App Signup,0.00,0.00,Electronics,Desktop,UPI,Completed,Yes
CONV38168,CMP178,CUST07743,2025-10-12,Purchase,1102.02,1102.02,Personal Care,Mobile,UPI,Completed,No
CONV38169,CMP009,CUST03045,2025-09-17,Purchase,1712.74,1712.74,Beauty,Desktop,UPI,Completed,Yes
CONV38170,CMP139,CUST09191,2025-07-20,Purchase,172.02,172.02,Books,Mobile,UPI,Completed,Yes
CONV38171,CMP082,CUST05604,2025-10-12,Purchase,7958.73,7958.73,Electronics,Tablet,Debit Card,Completed,No
CONV38172,CMP137,CUST01052,2025-05-24,Lead,0.00,0.00,Books,Desktop,Cash on Delivery,Completed,No
CONV38173,CMP167,CUST02079,2025-11-19,Purchase,1388.78,1388.78,Fashion,Mobile,UPI,Completed,No
CONV38174,CMP009,CUST05391,2025-09-07,Purchase,150.00,150.00,Grocery,Mobile,Debit Card,Completed,No
CONV38175,CMP083,CUST03493,2025-11-11,Purchase,911.00,911.00,Grocery,Mobile,Credit Card,Completed,No
CONV38176,CMP050,CUST03667,2025-02-16,Purchase,4245.71,4245.71,Electronics,Mobile,Wallet,Completed,No
CONV38177,CMP073,CUST03070,2025-01-13,Purchase,2351.57,2351.57,Fashion,Mobile,Wallet,Completed,No
CONV38178,CMP175,CUST05659,2025-07-16,Subscription,2287.59,2287.59,Electronics,Desktop,Credit Card,Completed,No
CONV38179,CMP007,CUST08899,2025-07-25,Lead,0.00,0.00,Electronics,Mobile,Cash on Delivery,Completed,No
CONV38180,CMP126,CUST01360,2025-06-13,Subscription,1893.73,1893.73,Home & Kitchen,Mobile,UPI,Completed,No
CONV38181,CMP023,CUST01307,2025-11-11,Purchase,1694.47,1694.47,Beauty,Mobile,UPI,Completed,Yes
CONV38182,CMP124,CUST06764,2025-04-12,Lead,35.22,250.00,Books,Mobile,UPI,Refunded,No
CONV38183,CMP075,CUST03589,2025-03-11,Purchase,897.19,897.19,Books,Mobile,UPI,Completed,Yes
CONV38184,CMP189,CUST07725,2025-09-09,Purchase,757.95,757.95,Grocery,Desktop,UPI,Completed,Yes
CONV38185,CMP193,CUST01781,2025-01-26,Lead,500.00,500.00,Fitness,Desktop,Net Banking,Completed,No
CONV38186,CMP106,CUST03317,2025-10-07,Purchase,2851.99,2851.99,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV38187,CMP127,CUST09556,2025-07-10,Purchase,0.00,5504.42,Electronics,Mobile,UPI,Pending,Yes
CONV38188,CMP190,CUST06246,2025-10-06,Purchase,5126.27,5126.27,Fitness,Mobile,Debit Card,Completed,No
